# Reference      Predicted      Error          
0.00000         0.00000         0.00000        
0.00000         0.00000         0.00000        
0.00000         0.00000         0.00000        
0.00000         0.00000         0.00000        
0.00000         0.00000         0.00000        
0.00000         0.00000         0.00000        
-0.00026        -0.00000        0.00026        
-0.00095        -0.00000        0.00095        
0.00000         -0.00000        0.00000        
0.00121         -0.00000        0.00121        
-0.00041        -0.00000        0.00041        
0.00014         -0.00000        0.00014        
0.00024         -0.00000        0.00024        
0.00003         -0.00000        0.00003        
0.00039         0.00000         0.00039        
0.00059         0.00000         0.00059        
-0.00024        0.00000         0.00024        
-0.00074        0.00000         0.00074        
-0.00103        0.00000         0.00103        
-0.00073        0.00000         0.00073        
0.00124         0.00000         0.00124        
0.00052         0.00000         0.00052        
-0.00134        -0.00000        0.00134        
-0.00181        -0.00000        0.00181        
0.00015         -0.00000        0.00015        
0.00300         -0.00000        0.00300        
-0.00076        -0.00000        0.00076        
0.00024         -0.00000        0.00024        
0.00050         -0.00000        0.00050        
0.00002         -0.00000        0.00002        
0.00102         0.00000         0.00102        
0.00126         0.00000         0.00126        
-0.00061        0.00000         0.00061        
-0.00166        0.00000         0.00166        
-0.00206        0.00000         0.00206        
-0.00139        0.00000         0.00139        
0.00251         0.00000         0.00251        
0.00094         0.00000         0.00094        
-0.00374        -0.00000        0.00374        
-0.00259        -0.00000        0.00259        
0.00040         -0.00000        0.00040        
0.00593         -0.00000        0.00593        
-0.00105        -0.00000        0.00105        
0.00032         -0.00000        0.00032        
0.00078         -0.00000        0.00078        
-0.00004        -0.00000        0.00004        
0.00193         0.00000         0.00193        
0.00202         0.00000         0.00202        
-0.00112        -0.00000        0.00112        
-0.00283        0.00000         0.00283        
-0.00309        0.00000         0.00309        
-0.00197        -0.00000        0.00197        
0.00381         0.00000         0.00381        
0.00125         0.00000         0.00125        
-0.00832        -0.00000        0.00832        
-0.00330        -0.00000        0.00330        
0.00072         -0.00000        0.00072        
0.01090         0.00000         0.01090        
-0.00130        -0.00000        0.00130        
0.00035         -0.00000        0.00035        
0.00108         -0.00000        0.00108        
-0.00014        -0.00000        0.00014        
0.00321         0.00000         0.00321        
0.00289         0.00000         0.00289        
-0.00177        -0.00000        0.00177        
-0.00433        0.00000         0.00433        
