# Reference      Predicted      Error          #atoms         
-207.06781      -206.96682      0.10099         64.00000       
-207.18076      -207.05793      0.12283         64.00000       
-208.11008      -208.12542      0.01534         64.00000       
-205.36374      -205.44888      0.08514         64.00000       
-205.69688      -205.81001      0.11312         64.00000       
-209.47054      -209.41623      0.05431         64.00000       
-204.63180      -204.38787      0.24392         64.00000       
-210.68497      -210.44972      0.23525         64.00000       
-201.26877      -201.34946      0.08069         64.00000       
-199.95646      -200.11031      0.15385         64.00000       
-200.50269      -200.27668      0.22600         64.00000       
-207.51050      -207.44533      0.06516         64.00000       
-205.42699      -205.45102      0.02402         64.00000       
-208.97390      -208.86289      0.11100         64.00000       
-207.91174      -207.90719      0.00455         64.00000       
-201.64059      -201.96603      0.32545         64.00000       
-203.38448      -203.53800      0.15352         64.00000       
-210.10479      -209.99987      0.10493         64.00000       
-205.29686      -205.19395      0.10291         64.00000       
-206.28802      -206.40197      0.11395         64.00000       
-200.27472      -200.29344      0.01872         64.00000       
-207.26882      -207.19539      0.07343         64.00000       
-208.67889      -208.76322      0.08433         64.00000       
-208.86292      -208.66440      0.19852         64.00000       
-209.35402      -209.24849      0.10552         64.00000       
-208.72243      -208.59224      0.13019         64.00000       
-204.40386      -204.62851      0.22465         64.00000       
-209.19546      -209.00690      0.18856         64.00000       
-206.88730      -206.76091      0.12639         64.00000       
-203.42188      -203.69490      0.27302         64.00000       
-210.04864      -209.83752      0.21112         64.00000       
-205.00123      -205.07205      0.07082         64.00000       
-209.06547      -208.94093      0.12454         64.00000       
-208.22382      -208.02593      0.19788         64.00000       
-207.90459      -207.71834      0.18625         64.00000       
-208.36614      -208.25509      0.11104         64.00000       
-200.25502      -200.28804      0.03302         64.00000       
-211.24449      -210.94516      0.29932         64.00000       
-208.00055      -208.11806      0.11751         64.00000       
-207.98141      -208.02061      0.03920         64.00000       
-209.64589      -209.48585      0.16005         64.00000       
-209.76747      -209.71032      0.05715         64.00000       
-206.97639      -206.97658      0.00019         64.00000       
-209.89763      -209.78708      0.11055         64.00000       
-207.07918      -207.05728      0.02190         64.00000       
-198.96283      -198.86421      0.09861         64.00000       
-200.06683      -200.37623      0.30940         64.00000       
-207.04056      -206.96238      0.07818         64.00000       
-207.70699      -207.72458      0.01759         64.00000       
-208.74315      -208.65296      0.09019         64.00000       
-201.51356      -201.58699      0.07343         64.00000       
-203.91927      -203.82216      0.09712         64.00000       
-210.10932      -209.82015      0.28916         64.00000       
-207.69045      -207.76032      0.06986         64.00000       
-199.63348      -199.90906      0.27558         64.00000       
-206.99370      -207.05498      0.06128         64.00000       
-202.89968      -202.91673      0.01705         64.00000       
-204.07164      -204.04606      0.02558         64.00000       
-203.51630      -203.88951      0.37321         64.00000       
-202.86405      -202.85497      0.00908         64.00000       
-207.00173      -207.06920      0.06747         64.00000       
-204.75624      -204.75862      0.00238         64.00000       
-206.71740      -206.90573      0.18833         64.00000       
-208.42019      -208.22677      0.19342         64.00000       
-206.70158      -206.93286      0.23128         64.00000       
-209.83992      -209.68571      0.15421         64.00000       
-205.75894      -205.46655      0.29239         64.00000       
-206.40093      -206.41046      0.00953         64.00000       
-204.18646      -204.28325      0.09679         64.00000       
-200.37972      -200.67271      0.29298         64.00000       
-209.42826      -209.22961      0.19865         64.00000       
-208.10013      -208.03943      0.06070         64.00000       
-209.76439      -209.62262      0.14176         64.00000       
-209.17950      -209.14597      0.03353         64.00000       
-206.27146      -206.23982      0.03164         64.00000       
-205.17206      -204.94154      0.23052         64.00000       
-210.20435      -210.03363      0.17073         64.00000       
-201.94150      -202.14873      0.20723         64.00000       
-203.76299      -203.65757      0.10542         64.00000       
-205.90432      -205.76902      0.13530         64.00000       
-195.22237      -195.26242      0.04005         64.00000       
-194.99660      -195.14059      0.14400         64.00000       
-193.79382      -193.65722      0.13661         64.00000       
-193.41793      -193.48262      0.06469         64.00000       
