# Reference      Predicted      Error          
0.54548         0.53684         0.00864        
-151.16902      -155.41821      4.24919        
-150.05331      -154.33041      4.27709        
-301.34366      -309.86339      8.51973        
301.34366       309.86339       8.51973        
150.05331       154.33041       4.27709        
151.16902       155.41821       4.24919        
-0.54548        -0.53684        0.00864        
150.05331       154.33041       4.27709        
-1.50836        -1.47684        0.03151        
-0.50889        -0.49955        0.00934        
-152.23602      -156.45755      4.22153        
151.16902       155.41821       4.24919        
-0.50889        -0.49955        0.00934        
0.49077         0.47663         0.01414        
-151.11966      -155.37100      4.25135        
-0.54548        -0.53684        0.00864        
-152.23602      -156.45755      4.22153        
-151.11966      -155.37100      4.25135        
-302.45729      -310.94376      8.48646        
564.26854       581.25198       16.98344       
297.25079       305.76059       8.50980        
298.39300       306.87438       8.48139        
146.70306       150.94364       4.24058        
297.25079       305.76059       8.50980        
29.97693        30.01058        0.03365        
31.00433        31.01590        0.01157        
-120.71591      -124.93541      4.21950        
298.39300       306.87438       8.48139        
31.00433        31.01590        0.01157        
32.02341        32.02069        0.00272        
-119.56460      -123.80488      4.24028        
146.70306       150.94364       4.24058        
-120.71591      -124.93541      4.21950        
-119.56460      -123.80488      4.24028        
-270.87346      -279.34564      8.47218        
276.01289       283.17982       7.16694        
104.59539       110.73873       6.14333        
78.44717        86.06638        7.61920        
-118.90436      -124.83735      5.93299        
141.27273       143.59661       2.32388        
-24.28510       -24.40172       0.11663        
-28.77774       -28.76706       0.01068        
-296.01559      -304.81444      8.79885        
164.01171       163.57169       0.44002        
-36.29055       -36.28678       0.00377        
-35.43098       -35.54707       0.11609        
-357.44173      -360.70201      3.26029        
-164.42962      -167.63427      3.20465        
-285.21584      -293.65727      8.44143        
-259.52165      -271.33711      11.81546       
-614.81453      -625.47155      10.65702       
470.89188       467.17410       3.71778        
175.85011       178.31291       2.46281        
107.68863       114.92768       7.23905        
18.89646        17.82534        1.07112        
120.83636       127.79947       6.96311        
-3.85524        -3.84767        0.00757        
2.79116         2.78609         0.00507        
-118.15264      -125.04679      6.89415        
141.78201       147.98827       6.20626        
2.36913         2.36367         0.00546        
2.93906         2.91090         0.02816        
-131.76887      -137.90545      6.13657        
-121.03528      -112.13447      8.90081        
-162.29670      -164.68609      2.38939        
-120.80145      -128.28792      7.48647        
-335.61953      -339.59778      3.97825        
214.73927       229.49339       14.75412       
150.07614       154.27546       4.19933        
153.85869       157.81513       3.95644        
51.81948        47.78933        4.03015        
78.49325        85.77700        7.28375        
-3.33989        -3.31642        0.02348        
0.49822         0.50870         0.01048        
-88.32098       -95.60068       7.27970        
184.88499       188.05038       3.16540        
-2.95296        -2.94510        0.00786        
0.50751         0.48937         0.01814        
-175.41744      -177.66088      2.24344        
78.24114        70.45927        7.78187        
-153.61272      -157.81980      4.20708        
-152.24593      -156.19102      3.94509        
-356.13348      -359.18803      3.05455        
550.16742       567.99132       17.82390       
418.51610       416.72721       1.78889        
276.61477       285.71670       9.10193        
178.37864       179.04547       0.66682        
335.84268       339.76614       3.92346        
26.99130        27.14603        0.15473        
32.73130        32.75359        0.02228        
-180.98360      -178.39264      2.59095        
377.35966       377.91866       0.55900        
18.25711        18.24104        0.01606        
31.13035        31.11586        0.01449        
-210.19898      -208.22357      1.97541        
247.43688       240.14910       7.28779        
-208.39562      -204.03950      4.35612        
-108.50225      -113.30216      4.79990        
-360.16835      -358.82821      1.34014        
467.05077       463.14565       3.90512        
187.64352       184.36930       3.27421        
166.53705       167.39990       0.86286        
-159.18802      -163.23914      4.05112        
148.27650       155.03081       6.75431        
-48.24377       -48.71681       0.47304        
-28.06823       -28.26573       0.19750        
-237.27911      -249.50216      12.22304       
50.55769        56.03548        5.47779        
-0.18692        -1.20971        1.02278        
-50.16408       -52.72037       2.55629        
-157.50144      -171.22972      13.72828       
-400.97907      -382.32842      18.65065       
-408.89468      -405.28697      3.60772        
-330.61480      -335.84761      5.23281        
-448.08757      -473.24595      25.15838       
413.54473       412.31642       1.22830        
149.33474       153.14780       3.81306        
461.41301       455.40876       6.00425        
-3.06378        -3.23549        0.17171        
148.41005       150.99761       2.58756        
-0.89473        -0.88269        0.01204        
-0.75586        -0.75785        0.00199        
-207.52021      -212.41558      4.89537        
190.86202       192.94379       2.08177        
3.50987         3.49854         0.01133        
-3.84240        -3.85784        0.01544        
-177.78255      -179.44754      1.66499        
-154.53940      -141.56892      12.97048       
-141.83432      -145.69861      3.86428        
-451.76947      -445.73860      6.03086        
-271.69467      -283.88904      12.19437       
184.46247       200.32467       15.86221       
131.78345       137.49495       5.71150        
197.02345       197.39849       0.37504        
71.69804        69.61968        2.07836        
60.50801        65.26400        4.75599        
-2.24422        -2.22186        0.02236        
-11.60797       -11.59796       0.01002        
-46.52958       -50.91845       4.38887        
152.21031       155.31089       3.10059        
-2.06186        -2.05444        0.00742        
13.62325        13.60539        0.01785        
-164.38809      -168.01056      3.62247        
65.64566        62.64119        3.00447        
-142.12259      -147.90401      5.78142        
-191.68224      -192.02225      0.34001        
-285.90046      -295.07847      9.17801        
680.75572       682.40545       1.64973        
315.61173       322.49030       6.87856        
285.23663       294.74294       9.50632        
59.88583        72.21243        12.32660       
161.75302       176.28376       14.53074       
26.09909        26.11274        0.01365        
17.98563        18.40439        0.41876        
-61.51589       -68.62119       7.10530        
176.73549       190.42027       13.68478       
12.14534        14.01230        1.86696        
49.56048        50.30076        0.74028        
-61.22960       -65.93197       4.70238        
